id_usuario,id_restaurante,rating_servicio,fecha
67346,2579,2,2009-12-10
73475,8428,2,2009-12-10
73487,3116,2,2009-12-10
73472,10518,1,2009-12-10
71275,217,1,2009-12-10
73467,3470,0,2009-12-10
73494,6680,1,2009-12-10
72709,376,2,2009-12-10
63764,6715,1,2009-12-11
69255,3259,0,2009-12-11
16205,6857,3,2009-12-11
73506,6888,1,2009-12-11
73551,11350,2,2009-12-11
73500,3961,1,2009-12-11
2266,1723,1,2009-12-11
73439,136,2,2009-12-11
18795,3564,1,2009-12-11
73521,6888,2,2009-12-11
5889,793,1,2009-12-11
73518,6888,3,2009-12-11
56068,149,1,2009-12-11
49531,1099,1,2009-12-11
11683,2734,1,2009-12-11
9725,2444,2,2009-12-11
33012,251,2,2009-12-11
478,6406,1,2009-12-11
50356,11350,1,2009-12-11
33753,3901,1,2009-12-11
36032,3833,0,2009-12-11
33753,6756,1,2009-12-11
33012,3940,3,2009-12-11
61540,6293,1,2009-12-12
41993,2106,2,2009-12-12
61540,219,1,2009-12-12
41993,3825,1,2009-12-12
15230,1917,1,2009-12-12
42778,1103,1,2009-12-12
20820,2839,2,2009-12-12
41993,1052,1,2009-12-12
30951,651,2,2009-12-12
39927,6219,1,2009-12-12
73566,3089,2,2009-12-12
39927,182,0,2009-12-12
32208,48,1,2009-12-12
49531,971,1,2009-12-12
10599,244,2,2009-12-12
73562,2133,0,2009-12-12
11309,82,2,2009-12-12
30014,2305,0,2009-12-12
10599,528,1,2009-12-12
73561,163,1,2009-12-12
73567,1879,2,2009-12-12
73570,1980,2,2009-12-12
73556,6955,2,2009-12-12
73574,6888,3,2009-12-12
73576,6888,3,2009-12-12
46089,495,2,2009-12-13
20299,6797,2,2009-12-13
16356,1439,2,2009-12-13
73626,3272,2,2009-12-13
70941,3824,2,2009-12-13
20299,755,3,2009-12-13
73376,3126,3,2009-12-13
73618,6836,3,2009-12-13
72504,301,1,2009-12-13
20299,244,1,2009-12-13
7930,3247,1,2009-12-13
73621,6481,3,2009-12-13
62797,2797,2,2009-12-13
20299,410,1,2009-12-13
62275,209,1,2009-12-13
7618,1901,2,2009-12-13
65580,1510,0,2009-12-13
20299,1085,1,2009-12-13
66276,3258,1,2009-12-13
7618,3247,0,2009-12-13
38858,2954,0,2009-12-13
20589,1716,0,2009-12-13
38858,104,0,2009-12-13
73603,428,1,2009-12-13
57560,6692,1,2009-12-13
4265,5535,3,2009-12-13
20299,1135,1,2009-12-13
73620,6116,3,2009-12-13
28225,6681,1,2009-12-13
73613,504,2,2009-12-13
25498,2599,1,2009-12-13
15732,5944,2,2009-12-13
18568,1060,0,2009-12-13
40237,3824,3,2009-12-14
73672,1396,0,2009-12-14
40237,1887,1,2009-12-14
28626,842,1,2009-12-14
4348,379,1,2009-12-14
73685,2646,2,2009-12-14
9725,4400,1,2009-12-14
29486,2965,1,2009-12-14
10686,1250,1,2009-12-14
73686,320,2,2009-12-14
73674,6947,3,2009-12-14
20820,1182,3,2009-12-14
10443,6923,2,2009-12-14
73672,379,1,2009-12-14
45063,3918,1,2009-12-14
21222,3906,2,2009-12-14
72170,2133,0,2009-12-14
73687,182,1,2009-12-14
72170,1650,1,2009-12-14
21222,3063,0,2009-12-14
71525,1896,0,2009-12-14
73672,3995,1,2009-12-14
72170,6714,2,2009-12-14
24077,2646,1,2009-12-14
72170,82,1,2009-12-14
73689,1270,2,2009-12-14
69965,514,2,2009-12-14
24750,1223,0,2009-12-14
72170,827,1,2009-12-14
73696,418,1,2009-12-14
35019,3116,0,2009-12-14
73689,1650,3,2009-12-14
54718,5140,2,2009-12-14
73677,6997,1,2009-12-14
62571,2116,2,2009-12-14
39607,6854,1,2009-12-14
73660,1425,3,2009-12-14
62571,2115,0,2009-12-14
36322,376,1,2009-12-14
73660,15242,0,2009-12-14
63892,6859,2,2009-12-14
73652,2116,1,2009-12-14
73652,208,3,2009-12-14
73650,763,3,2009-12-14
39899,2301,1,2009-12-15
22234,6961,3,2009-12-15
68234,6447,1,2009-12-15
73713,2777,1,2009-12-15
72745,2734,2,2009-12-15
20299,803,2,2009-12-15
72170,2498,1,2009-12-15
73733,1320,1,2009-12-15
72859,2988,1,2009-12-15
73716,6732,3,2009-12-15
72170,1948,2,2009-12-15
45739,497,2,2009-12-15
67497,6318,2,2009-12-15
3351,68,2,2009-12-15
70751,2226,1,2009-12-15
3351,3901,1,2009-12-15
71063,3501,0,2009-12-15
35926,3824,3,2009-12-15
5016,6482,2,2009-12-15
64141,6318,3,2009-12-15
34474,983,1,2009-12-15
49170,421,1,2009-12-15
60924,3901,0,2009-12-15
53183,6961,2,2009-12-15
49170,379,0,2009-12-15
49170,2166,0,2009-12-15
49170,1947,1,2009-12-15
49170,1733,1,2009-12-15
53183,1125,2,2009-12-15
72618,7042,1,2009-12-16
49170,2604,2,2009-12-16
67346,2605,3,2009-12-16
49170,196,2,2009-12-16
67346,10064,1,2009-12-16
24247,3470,1,2009-12-16
67346,738,1,2009-12-16
73780,1454,1,2009-12-16
67346,855,3,2009-12-16
24004,6902,2,2009-12-16
67346,9592,3,2009-12-16
73749,2646,2,2009-12-16
41252,501,3,2009-12-16
24247,1944,2,2009-12-16
43823,5756,1,2009-12-16
7629,528,1,2009-12-16
43152,1964,1,2009-12-16
15655,1928,0,2009-12-16
10182,6604,2,2009-12-16
73750,6392,1,2009-12-16
34545,799,2,2009-12-16
26421,3859,1,2009-12-16
34545,68,1,2009-12-16
73776,6761,2,2009-12-16
47346,2630,3,2009-12-16
26421,3343,1,2009-12-16
44899,3997,2,2009-12-16
73715,3937,3,2009-12-16
45672,387,1,2009-12-16
19964,3867,0,2009-12-16
44674,6318,2,2009-12-16
73750,2703,2,2009-12-16
47346,1813,1,2009-12-16
54956,4007,1,2009-12-16
61997,2176,0,2009-12-16
46001,2555,1,2009-12-16
5507,1980,2,2009-12-16
6200,93,1,2009-12-16
56740,485,2,2009-12-17
4264,3329,1,2009-12-17
69965,902,0,2009-12-17
42011,231,2,2009-12-17
73084,3272,2,2009-12-17
48594,6923,2,2009-12-17
72188,898,1,2009-12-17
51945,2734,0,2009-12-17
72228,198,0,2009-12-17
39416,1543,1,2009-12-17
67346,13416,1,2009-12-17
13352,567,0,2009-12-17
72188,2605,1,2009-12-17
39416,1099,3,2009-12-17
44509,514,1,2009-12-17
39416,3851,2,2009-12-17
45041,372,1,2009-12-17
3396,1901,2,2009-12-17
44509,6654,1,2009-12-17
33232,2706,1,2009-12-17
14919,7042,3,2009-12-17
21443,3366,3,2009-12-17
345,1299,2,2009-12-17
14919,1775,3,2009-12-17
73806,7058,3,2009-12-17
14919,48,3,2009-12-17
16652,6443,1,2009-12-17
73834,6578,2,2009-12-17
27335,7042,1,2009-12-17
73827,3200,1,2009-12-17
73821,6952,3,2009-12-17
73811,86,0,2009-12-17
73809,130,1,2009-12-17
73808,2051,1,2009-12-17
4422,6303,2,2009-12-18
22328,6481,2,2009-12-18
45039,1434,1,2009-12-18
73853,799,3,2009-12-18
41278,6746,1,2009-12-18
19152,2646,2,2009-12-18
64934,2397,2,2009-12-18
73844,2605,2,2009-12-18
64141,7058,3,2009-12-18
19152,360,1,2009-12-18
73874,6754,1,2009-12-18
72577,1225,0,2009-12-18
73842,2729,3,2009-12-18
70602,1103,1,2009-12-18
73844,6888,2,2009-12-18
73887,6441,1,2009-12-18
73883,6293,3,2009-12-18
73852,6458,2,2009-12-18
73878,2166,3,2009-12-18
73877,2007,1,2009-12-18
73853,1182,3,2009-12-18
73870,7058,3,2009-12-18
73868,6481,1,2009-12-18
73853,2172,3,2009-12-18
73853,2240,3,2009-12-18
73853,253,1,2009-12-18
73853,3910,2,2009-12-18
73034,6937,3,2009-12-19
20889,6322,3,2009-12-19
72658,3970,2,2009-12-19
73919,1901,3,2009-12-19
48267,5535,2,2009-12-19
20889,6443,2,2009-12-19
48268,6382,2,2009-12-19
73853,4160,2,2009-12-19
48267,863,2,2009-12-19
20299,3824,2,2009-12-19
12634,6791,2,2009-12-19
73631,3029,3,2009-12-19
34474,6655,1,2009-12-19
18887,2254,1,2009-12-19
42778,1518,1,2009-12-19
73894,6962,2,2009-12-19
41418,6846,1,2009-12-19
31973,3003,3,2009-12-19
38778,272,2,2009-12-19
73853,10316,0,2009-12-19
4274,1650,2,2009-12-19
73920,301,1,2009-12-19
35098,531,1,2009-12-19
60839,387,0,2009-12-19
73811,3937,3,2009-12-19
73912,2444,1,2009-12-19
73909,15242,2,2009-12-19
73907,2335,2,2009-12-19
73890,6684,3,2009-12-19
73892,2927,3,2009-12-19
73904,99,3,2009-12-19
73904,802,1,2009-12-19
73904,738,1,2009-12-19
73904,3202,2,2009-12-19
62410,359,2,2009-12-20
28806,739,2,2009-12-20
65553,14976,1,2009-12-20
73904,261,2,2009-12-20
65151,11274,1,2009-12-20
26762,3343,1,2009-12-20
64774,2042,1,2009-12-20
73931,1136,1,2009-12-20
64355,364,2,2009-12-20
73933,226,2,2009-12-20
12296,2988,2,2009-12-20
73933,6634,1,2009-12-20
68741,6966,3,2009-12-20
73963,6596,1,2009-12-20
6997,416,1,2009-12-20
7680,4191,1,2009-12-20
72943,490,3,2009-12-20
73925,1350,1,2009-12-20
56585,6693,3,2009-12-20
73949,2272,1,2009-12-20
54956,3970,3,2009-12-20
73947,448,1,2009-12-20
47708,4108,2,2009-12-20
73941,6779,3,2009-12-20
5255,1878,1,2009-12-20
73940,3995,2,2009-12-20
5016,1,2,2009-12-20
73936,2694,2,2009-12-20
5016,803,2,2009-12-20
73929,6322,3,2009-12-20
4274,258,3,2009-12-20
38961,372,0,2009-12-20
4274,145,0,2009-12-20
38961,301,1,2009-12-20
4274,1425,0,2009-12-20
4274,1355,0,2009-12-20
4274,2325,1,2009-12-20
4274,1108,1,2009-12-20
4274,274,3,2009-12-20
4274,3013,0,2009-12-20
50705,5133,1,2009-12-21
46845,3824,2,2009-12-21
65823,3258,2,2009-12-21
48263,2811,1,2009-12-21
59649,5369,3,2009-12-21
69965,3114,1,2009-12-21
5889,6741,1,2009-12-21
73067,393,2,2009-12-21
19546,3387,1,2009-12-21
72269,36,0,2009-12-21
73979,48,1,2009-12-21
34474,6744,0,2009-12-21
20299,508,1,2009-12-21
34017,377,2,2009-12-21
73997,1270,3,2009-12-21
10206,3832,2,2009-12-21
38778,2438,2,2009-12-21
20299,1676,1,2009-12-21
10745,85,1,2009-12-21
37840,2735,3,2009-12-21
73995,300,1,2009-12-21
38778,2241,1,2009-12-21
16659,2919,0,2009-12-21
38778,2954,2,2009-12-21
73979,392,1,2009-12-21
38778,3125,2,2009-12-21
1864,250,1,2009-12-21
7629,6483,1,2009-12-21
17988,747,1,2009-12-21
74002,4043,1,2009-12-21
30951,4078,1,2009-12-21
74016,3259,2,2009-12-21
67944,3824,3,2009-12-22
29820,2007,1,2009-12-22
70358,3859,2,2009-12-22
74049,2030,0,2009-12-22
71399,330,1,2009-12-22
32061,305,2,2009-12-22
65580,389,1,2009-12-22
74040,7058,3,2009-12-22
62047,2748,1,2009-12-22
20589,6609,1,2009-12-22
64218,6473,1,2009-12-22
74042,312,2,2009-12-22
64804,1099,1,2009-12-22
22328,3688,3,2009-12-22
52963,800,2,2009-12-22
74040,650,0,2009-12-22
5016,6902,2,2009-12-22
29067,956,2,2009-12-22
49531,3977,2,2009-12-22
74021,1182,0,2009-12-22
55931,1518,1,2009-12-22
25934,6684,3,2009-12-22
59256,1668,2,2009-12-22
73904,2176,2,2009-12-22
57493,253,2,2009-12-22
25445,3946,1,2009-12-22
57493,519,0,2009-12-22
16156,7058,3,2009-12-22
58375,330,0,2009-12-22
57493,3456,1,2009-12-22
47485,6804,3,2009-12-22
57493,793,1,2009-12-22
58375,363,1,2009-12-22
63453,783,2,2009-12-23
6997,6937,3,2009-12-23
38901,2272,2,2009-12-23
73515,1587,1,2009-12-23
47708,2648,3,2009-12-23
51331,3588,1,2009-12-23
73515,48,0,2009-12-23
52324,6293,3,2009-12-23
32925,330,1,2009-12-23
2477,3348,2,2009-12-23
51279,1980,1,2009-12-23
32925,6725,0,2009-12-23
16356,5144,2,2009-12-23
51331,6583,2,2009-12-23
32925,1182,1,2009-12-23
26240,6997,2,2009-12-23
32925,50,2,2009-12-23
74079,2663,2,2009-12-23
32925,1376,3,2009-12-23
74091,514,2,2009-12-23
74062,6578,3,2009-12-23
74072,1204,1,2009-12-23
74061,6779,3,2009-12-23
74066,3829,3,2009-12-23
74087,6779,3,2009-12-23
74085,6854,1,2009-12-23
35305,363,0,2009-12-24
16892,6535,2,2009-12-24
63498,480,2,2009-12-24
73817,3989,3,2009-12-24
41278,3265,2,2009-12-24
15435,2988,2,2009-12-24
8734,6879,2,2009-12-24
74112,2958,1,2009-12-24
58209,6318,2,2009-12-24
20299,651,1,2009-12-24
45712,6116,3,2009-12-24
74101,1598,1,2009-12-24
45712,2133,0,2009-12-24
20299,1887,1,2009-12-24
46001,3564,2,2009-12-24
74115,2989,1,2009-12-24
7277,1598,3,2009-12-24
49610,2579,2,2009-12-24
32002,6902,2,2009-12-24
74112,1733,2,2009-12-24
74105,6997,1,2009-12-24
74113,2086,1,2009-12-24
74112,1319,1,2009-12-24
74103,7190,1,2009-12-24
74114,2086,1,2009-12-24
67689,3147,3,2009-12-25
51255,3824,1,2009-12-25
15570,6613,2,2009-12-25
48770,1057,1,2009-12-25
74120,11350,1,2009-12-25
74119,6599,3,2009-12-25
74131,1964,1,2009-12-25
74131,7058,3,2009-12-25
5180,5756,1,2009-12-26
25303,3230,0,2009-12-26
62145,2865,0,2009-12-26
73904,217,1,2009-12-26
12920,2007,2,2009-12-26
74139,1467,1,2009-12-26
13376,6692,1,2009-12-26
74134,320,0,2009-12-26
46089,2388,1,2009-12-26
74137,6722,0,2009-12-26
39628,1673,1,2009-12-26
74146,2133,1,2009-12-26
74145,6497,2,2009-12-26
67929,6604,2,2009-12-26
74138,6602,0,2009-12-26
70005,3998,3,2009-12-26
74155,6639,1,2009-12-26
74152,6937,3,2009-12-26
74151,2340,2,2009-12-26
74159,6768,2,2009-12-26
74150,802,2,2009-12-26
74191,48,1,2009-12-27
15501,2409,2,2009-12-27
10182,149,1,2009-12-27
74175,7025,2,2009-12-27
74187,376,2,2009-12-27
19883,2239,0,2009-12-27
10182,891,2,2009-12-27
74013,48,2,2009-12-27
5301,80,0,2009-12-27
74199,6374,3,2009-12-27
34487,2268,1,2009-12-27
73904,2845,3,2009-12-27
63090,2272,2,2009-12-27
74195,3998,3,2009-12-27
632,698,1,2009-12-27
73844,99,3,2009-12-27
63090,998,0,2009-12-27
74193,10036,2,2009-12-27
71730,1031,0,2009-12-27
44189,6854,2,2009-12-27
74186,6535,0,2009-12-27
46404,839,0,2009-12-27
74184,486,3,2009-12-27
46404,468,1,2009-12-27
74183,6854,0,2009-12-27
74182,6982,3,2009-12-27
74181,493,2,2009-12-27
74013,6604,1,2009-12-27
74013,5144,3,2009-12-27
64136,7058,3,2009-12-28
22591,208,2,2009-12-28
61614,980,1,2009-12-28
74223,341,1,2009-12-28
63587,149,1,2009-12-28
26068,650,2,2009-12-28
63036,372,0,2009-12-28
74224,3842,3,2009-12-28
33936,4007,0,2009-12-28
29633,537,1,2009-12-28
35019,377,1,2009-12-28
74224,4041,2,2009-12-28
1254,3393,2,2009-12-28
29605,6652,3,2009-12-28
49820,6865,2,2009-12-28
74225,3598,1,2009-12-28
42211,5756,2,2009-12-28
29105,4112,3,2009-12-28
45779,2762,2,2009-12-28
74244,6755,1,2009-12-28
44324,311,0,2009-12-28
32061,99,3,2009-12-28
48291,1980,2,2009-12-28
74216,6730,3,2009-12-28
46390,2715,2,2009-12-28
15954,48,1,2009-12-28
44643,6652,3,2009-12-28
74215,7058,3,2009-12-28
37798,6578,3,2009-12-28
74224,138,3,2009-12-28
9310,4191,1,2009-12-28
73045,1182,2,2009-12-28
74239,1127,2,2009-12-28
71899,3146,2,2009-12-28
74230,3851,1,2009-12-28
74246,6890,1,2009-12-28
7629,497,3,2009-12-28
74200,3101,3,2009-12-28
73088,4077,0,2009-12-29
23479,410,3,2009-12-29
73088,253,1,2009-12-29
74183,401,3,2009-12-29
4900,413,3,2009-12-29
22591,2235,1,2009-12-29
4900,7098,2,2009-12-29
7407,1182,2,2009-12-29
61443,485,1,2009-12-29
20299,557,1,2009-12-29
66906,1625,1,2009-12-29
74276,755,2,2009-12-29
62275,3824,3,2009-12-29
21549,6635,2,2009-12-29
63764,4656,2,2009-12-29
30308,2873,3,2009-12-29
71199,6779,3,2009-12-29
18908,1182,3,2009-12-29
14709,6635,2,2009-12-29
31924,6727,2,2009-12-29
56654,416,1,2009-12-29
37840,522,2,2009-12-29
57315,6696,1,2009-12-30
74301,956,1,2009-12-30
57645,3423,3,2009-12-30
49950,3564,3,2009-12-30
57645,650,3,2009-12-30
49950,6754,3,2009-12-30
72658,7096,1,2009-12-30
62396,81,2,2009-12-30
68643,6318,3,2009-12-30
62396,1315,2,2009-12-30
73439,196,3,2009-12-30
13206,7074,3,2009-12-30
72658,551,3,2009-12-30
13206,6730,1,2009-12-30
73432,3348,3,2009-12-30
33936,3259,2,2009-12-30
12219,3991,0,2009-12-30
44509,5375,1,2009-12-30
26161,1336,0,2009-12-30
74318,1396,3,2009-12-30
73619,182,1,2009-12-30
74351,6535,1,2009-12-30
74340,3859,2,2009-12-30
74333,196,2,2009-12-30
74330,7058,3,2009-12-30
74328,7095,2,2009-12-30
74327,3003,3,2009-12-30
74323,282,3,2009-12-30
74320,6303,3,2009-12-30
74319,3977,0,2009-12-30
74315,3003,2,2009-12-30
74315,1410,3,2009-12-30
74315,10064,1,2009-12-30
74301,3890,1,2009-12-30
74301,2171,2,2009-12-30
32925,14976,1,2009-12-31
29633,3854,0,2009-12-31
38923,6776,1,2009-12-31
74367,12692,3,2009-12-31
38923,1821,2,2009-12-31
30024,2848,1,2009-12-31
38923,1674,3,2009-12-31
74364,2057,1,2009-12-31
38923,3257,0,2009-12-31
22855,3867,2,2009-12-31
38473,2444,1,2009-12-31
74353,6604,2,2009-12-31
37094,6061,1,2009-12-31
27926,931,2,2009-12-31
38473,2374,2,2009-12-31
74185,1320,1,2009-12-31
57469,4656,3,2009-12-31
74353,124,2,2009-12-31
45273,2133,0,2009-12-31
74377,4026,2,2009-12-31
42211,5851,3,2009-12-31
68422,253,2,2009-12-31
71290,3910,2,2009-12-31
72598,6473,2,2009-12-31
72654,674,0,2009-12-31
72654,3910,3,2009-12-31
67346,7098,3,2009-12-31
74393,7058,3,2010-01-01
74301,1510,1,2010-01-01
74387,6923,3,2010-01-01
42095,2934,3,2010-01-02
18513,6779,1,2010-01-02
13511,3230,0,2010-01-02
74429,2235,2,2010-01-02
7680,2865,1,2010-01-02
74401,7058,2,2010-01-02
74418,7058,3,2010-01-02
74420,2048,2,2010-01-02
49891,7058,3,2010-01-02
56052,1298,1,2010-01-02
72112,978,1,2010-01-02
72191,94,1,2010-01-02
6997,2848,1,2010-01-02
52154,2444,1,2010-01-03
67972,6318,2,2010-01-03
8091,3901,1,2010-01-03
70222,6611,1,2010-01-03
8720,6318,3,2010-01-03
12139,2272,2,2010-01-03
63960,2133,1,2010-01-03
28938,282,1,2010-01-03
61161,3867,2,2010-01-03
74445,6641,1,2010-01-03
46089,4041,3,2010-01-03
37798,1099,2,2010-01-03
73626,6764,2,2010-01-03
74295,6635,1,2010-01-03
74465,293,2,2010-01-03
74464,2605,3,2010-01-03
74461,6473,0,2010-01-03
74448,2855,2,2010-01-03
74444,3149,2,2010-01-03
37645,2176,2,2010-01-04
26161,2070,1,2010-01-04
37645,379,2,2010-01-04
74477,3851,1,2010-01-04
37315,6780,1,2010-01-04
20313,780,2,2010-01-04
55342,994,3,2010-01-04
74442,217,1,2010-01-04
57493,315,1,2010-01-04
22358,1820,2,2010-01-04
60013,3851,0,2010-01-04
74442,2272,1,2010-01-04
42011,377,1,2010-01-04
21549,1396,1,2010-01-04
42011,4105,1,2010-01-04
74442,4072,2,2010-01-04
11968,6583,3,2010-01-04
20589,6722,1,2010-01-04
11132,6481,1,2010-01-04
74442,978,1,2010-01-04
74502,2797,1,2010-01-04
74048,685,2,2010-01-04
73084,6409,2,2010-01-04
74048,3906,2,2010-01-04
6997,3933,3,2010-01-04
74048,1833,0,2010-01-04
67320,676,2,2010-01-04
74483,10126,0,2010-01-04
5016,3933,3,2010-01-04
74494,7076,3,2010-01-04
49062,3650,1,2010-01-04
74497,6741,2,2010-01-04
51444,2865,2,2010-01-04
74504,1377,3,2010-01-04
34034,421,1,2010-01-04
74504,165,2,2010-01-04
44509,3235,1,2010-01-04
61349,7058,2,2010-01-04
74504,1964,2,2010-01-04
47995,3998,3,2010-01-04
74504,2832,2,2010-01-04
74504,295,3,2010-01-04
74504,485,0,2010-01-04
74504,802,2,2010-01-04
74509,1733,1,2010-01-04
73844,4112,3,2010-01-04
74510,1125,3,2010-01-04
73844,2262,1,2010-01-04
14709,1723,3,2010-01-05
28876,393,1,2010-01-05
14709,3079,2,2010-01-05
74115,6937,0,2010-01-05
57645,1319,1,2010-01-05
18217,2670,3,2010-01-05
56068,1514,1,2010-01-05
74155,622,1,2010-01-05
71311,411,0,2010-01-05
18217,3079,1,2010-01-05
72743,789,3,2010-01-05
74155,416,2,2010-01-05
68203,640,1,2010-01-05
25303,476,2,2010-01-05
72033,1376,1,2010-01-05
74155,712,1,2010-01-05
71311,1485,0,2010-01-05
19303,395,1,2010-01-05
7026,2762,1,2010-01-05
74155,758,1,2010-01-05
70739,7058,3,2010-01-05
74482,3006,1,2010-01-05
41094,125,1,2010-01-05
74520,6859,2,2010-01-05
41094,3026,2,2010-01-05
71311,3259,2,2010-01-05
41094,2115,0,2010-01-05
10480,1187,1,2010-01-05
41094,393,1,2010-01-05
44509,1170,0,2010-01-05
37094,416,2,2010-01-05
6663,159,3,2010-01-05
44526,3149,2,2010-01-05
6293,1401,1,2010-01-06
4422,6482,2,2010-01-06
15227,6997,1,2010-01-06
4899,2070,1,2010-01-06
74604,6953,1,2010-01-06
53193,1182,2,2010-01-06
29633,93,2,2010-01-06
72995,6604,1,2010-01-06
74602,738,1,2010-01-06
71525,4716,2,2010-01-06
31337,6802,3,2010-01-06
70270,2865,3,2010-01-06
74611,1182,3,2010-01-06
71150,7091,2,2010-01-06
27652,1485,0,2010-01-06
71525,6499,2,2010-01-06
74602,2388,0,2010-01-06
14895,6800,0,2010-01-06
21994,149,0,2010-01-06
74612,6802,3,2010-01-06
74575,6737,1,2010-01-06
74599,7095,3,2010-01-06
74563,1010,2,2010-01-06
3380,6802,2,2010-01-06
42011,1755,1,2010-01-06
74603,6441,1,2010-01-06
40178,1808,1,2010-01-06
74585,159,3,2010-01-06
74565,3202,2,2010-01-06
74654,7098,2,2010-01-07
19199,4010,2,2010-01-07
74011,300,2,2010-01-07
74632,3114,0,2010-01-07
10109,2102,2,2010-01-07
29431,3867,3,2010-01-07
74642,421,3,2010-01-07
74639,6759,3,2010-01-07
7325,7116,3,2010-01-07
29633,1386,1,2010-01-07
71525,6786,1,2010-01-07
74661,226,3,2010-01-07
64213,3348,3,2010-01-07
24741,1556,1,2010-01-07
66265,12182,0,2010-01-07
74616,1980,1,2010-01-07
6268,1376,1,2010-01-07
16880,130,3,2010-01-07
61639,1623,1,2010-01-07
74642,1355,1,2010-01-07
37840,229,3,2010-01-07
17084,125,1,2010-01-07
46390,12692,1,2010-01-07
74661,1613,1,2010-01-07
44122,3003,3,2010-01-07
2647,2865,0,2010-01-07
47331,3115,1,2010-01-07
74642,2762,1,2010-01-07
44229,36,0,2010-01-07
2728,14190,1,2010-01-07
56529,2397,3,2010-01-07
74631,6759,2,2010-01-07
43152,2970,3,2010-01-07
74623,6982,3,2010-01-07
46535,7116,3,2010-01-07
14012,4656,2,2010-01-07
74644,320,2,2010-01-07
74625,698,3,2010-01-07
41278,6469,1,2010-01-08
15485,94,1,2010-01-08
41278,6484,2,2010-01-08
73820,2116,1,2010-01-08
42011,2368,2,2010-01-08
23831,3116,1,2010-01-08
60795,6714,2,2010-01-08
74712,376,0,2010-01-08
6268,6445,1,2010-01-08
23831,2899,1,2010-01-08
11110,6947,3,2010-01-08
74704,1386,1,2010-01-08
57086,2191,1,2010-01-08
24928,6681,2,2010-01-08
55854,2471,1,2010-01-08
74666,7116,3,2010-01-08
33307,3003,3,2010-01-08
9310,3129,0,2010-01-08
23831,2007,1,2010-01-08
7680,3129,0,2010-01-08
23831,6810,2,2010-01-08
2266,2818,2,2010-01-08
25301,3271,2,2010-01-08
21708,6962,3,2010-01-08
28938,119,2,2010-01-08
34458,2273,1,2010-01-09
74734,3599,2,2010-01-09
41424,3418,1,2010-01-09
28938,7091,1,2010-01-09
73189,3089,1,2010-01-09
74721,6482,1,2010-01-09
69737,3824,2,2010-01-09
17067,6862,1,2010-01-09
72188,2832,2,2010-01-09
73632,282,1,2010-01-09
73189,499,1,2010-01-09
32258,5535,3,2010-01-09
5016,1722,2,2010-01-09
74186,5129,3,2010-01-09
39388,3259,1,2010-01-09
24741,6732,2,2010-01-09
38901,6347,2,2010-01-09
74740,3123,1,2010-01-09
34017,3923,0,2010-01-09
74740,2689,1,2010-01-09
11049,6293,2,2010-01-09
57493,6727,1,2010-01-09
74150,1613,2,2010-01-09
10417,185,2,2010-01-09
59410,1203,1,2010-01-09
74739,2305,1,2010-01-09
74738,48,2,2010-01-09
74738,231,2,2010-01-09
74738,1060,2,2010-01-09
8976,94,2,2010-01-10
23110,5369,2,2010-01-10
69737,3003,2,2010-01-10
74749,6503,1,2010-01-10
72658,250,3,2010-01-10
24607,6483,2,2010-01-10
6725,3901,3,2010-01-10
74765,7098,2,2010-01-10
72658,6746,1,2010-01-10
17067,216,1,2010-01-10
42497,229,2,2010-01-10
74777,1183,1,2010-01-10
14809,480,2,2010-01-10
17067,377,2,2010-01-10
6234,1896,2,2010-01-10
44268,4108,2,2010-01-10
73933,2166,2,2010-01-10
46089,6611,2,2010-01-10
17990,372,1,2010-01-10
74778,6948,3,2010-01-10
19407,251,3,2010-01-10
74757,6407,1,2010-01-10
3167,2125,1,2010-01-10
7462,1401,0,2010-01-10
74150,3147,2,2010-01-10
74749,2994,0,2010-01-10
74770,1135,1,2010-01-10
74767,7058,2,2010-01-10
48273,2873,3,2010-01-11
15118,6026,3,2010-01-11
7005,1607,1,2010-01-11
74794,6347,1,2010-01-11
72112,423,1,2010-01-11
16938,6293,2,2010-01-11
6997,6780,1,2010-01-11
74794,81,3,2010-01-11
69568,918,0,2010-01-11
17889,93,0,2010-01-11
50100,468,1,2010-01-11
7696,780,1,2010-01-11
56172,15206,3,2010-01-11
25303,6879,2,2010-01-11
43673,3200,3,2010-01-11
626,2670,3,2010-01-11
74734,3423,0,2010-01-11
29432,7116,3,2010-01-11
74803,1559,1,2010-01-11
74155,492,2,2010-01-11
74807,3034,0,2010-01-11
74809,3867,2,2010-01-11
74814,1151,3,2010-01-11
74817,7116,3,2010-01-11
74835,3901,1,2010-01-11
73904,13416,1,2010-01-11
74197,2740,2,2010-01-11
73969,7058,2,2010-01-11
74821,650,2,2010-01-11
74791,1961,1,2010-01-11
74825,2004,3,2010-01-11
74794,738,2,2010-01-11
74783,6761,2,2010-01-11
59410,3062,2,2010-01-12
16039,2166,2,2010-01-12
21067,6426,3,2010-01-12
74888,333,2,2010-01-12
9323,6293,1,2010-01-12
17889,1357,1,2010-01-12
21067,7116,3,2010-01-12
74877,1396,0,2010-01-12
11424,6483,2,2010-01-12
247,7058,3,2010-01-12
8720,982,3,2010-01-12
74884,1182,2,2010-01-12
51684,7116,3,2010-01-12
25511,2165,1,2010-01-12
5016,6937,3,2010-01-12
73802,421,1,2010-01-12
14709,3272,3,2010-01-12
40783,3348,2,2010-01-12
74706,2969,2,2010-01-12
